# - Added strings for political map(Empty for all but English) - 6-Jul-2009 EPW
# - Added new strings for redesigned empire manager. - 22-Jul-2009 Maq
# -Added strings for view capital buttons - 4-Jan-EPW
# -Added string for relationships 7-Jan-EPW

##以下はハード コード ストリングです｡99/03/09
str_ldl_Already_Offer	"もう既に提案は聞いているぞ｡それとも新しい提案かな？"
EMPIRE_RATIONS_AMOUNT_4		"18"
EMPIRE_RATIONS_AMOUNT_UNIT	"Kg"

EMPIRE_WORKDAY_AMOUNT_0		"6"
EMPIRE_WORKDAY_AMOUNT_1		"8"
EMPIRE_WORKDAY_AMOUNT_2		"10"
EMPIRE_WORKDAY_AMOUNT_3		"12"
EMPIRE_WORKDAY_AMOUNT_4		"14"
EMPIRE_WORKDAY_AMOUNT_UNIT	"時間"

EMPIRE_COMMERCE_AMOUNT_0	"2"
EMPIRE_COMMERCE_AMOUNT_1	"3"
EMPIRE_COMMERCE_AMOUNT_2	"4"
EMPIRE_COMMERCE_AMOUNT_3	"5"
EMPIRE_COMMERCE_AMOUNT_4	"6"
EMPIRE_COMMERCE_AMOUNT_UNIT	"ゴールド"

EMPIRE_VALUE_DESC_GROWTH_0		"無政府状態"
EMPIRE_VALUE_DESC_GROWTH_1		"非常に遅い"
EMPIRE_VALUE_DESC_GROWTH_2		"遅い"
EMPIRE_VALUE_DESC_GROWTH_3		"平均的"
EMPIRE_VALUE_DESC_GROWTH_4		"速い"
EMPIRE_VALUE_DESC_GROWTH_5		"非常に速い"

EMPIRE_VALUE_DESC_PRODUCTION_0	"無政府状態"
EMPIRE_VALUE_DESC_PRODUCTION_1	"非常に低い"
EMPIRE_VALUE_DESC_PRODUCTION_2	"低い"
EMPIRE_VALUE_DESC_PRODUCTION_3	"平均的"
EMPIRE_VALUE_DESC_PRODUCTION_4	"高い"
EMPIRE_VALUE_DESC_PRODUCTION_5	"非常に高い"

EMPIRE_VALUE_DESC_RESEARCH_0	"無政府状態"
EMPIRE_VALUE_DESC_RESEARCH_1	"非常に低い"
EMPIRE_VALUE_DESC_RESEARCH_2	"低い"
EMPIRE_VALUE_DESC_RESEARCH_3	"平均的"
EMPIRE_VALUE_DESC_RESEARCH_4	"高い"
EMPIRE_VALUE_DESC_RESEARCH_5	"非常に高い"

EMPIRE_VALUE_DESC_ECONOMIC_0	"無政府状態"
EMPIRE_VALUE_DESC_ECONOMIC_1	"極貧"
EMPIRE_VALUE_DESC_ECONOMIC_2	"貧しい"
EMPIRE_VALUE_DESC_ECONOMIC_3	"平均的"
EMPIRE_VALUE_DESC_ECONOMIC_4	"豊か"
EMPIRE_VALUE_DESC_ECONOMIC_5	"非常に豊か"

EMPIRE_VALUE_DESC_COMMERCE_0	"無政府状態"
EMPIRE_VALUE_DESC_COMMERCE_1	"非常に高い"
EMPIRE_VALUE_DESC_COMMERCE_2	"高い"
EMPIRE_VALUE_DESC_COMMERCE_3	"平均的"
EMPIRE_VALUE_DESC_COMMERCE_4	"低い"
EMPIRE_VALUE_DESC_COMMERCE_5	"非常に低い"

EMPIRE_VALUE_DESC_MILITARY_0	"無政府状態"
EMPIRE_VALUE_DESC_MILITARY_1	"過大"
EMPIRE_VALUE_DESC_MILITARY_2	"大きい"
EMPIRE_VALUE_DESC_MILITARY_3	"平均的"
EMPIRE_VALUE_DESC_MILITARY_4	"小さい"
EMPIRE_VALUE_DESC_MILITARY_5	"最小限"

EMPIRE_VALUE_DESC_MARTIALLAW_0	"無政府状態"
EMPIRE_VALUE_DESC_MARTIALLAW_1	"なし"
EMPIRE_VALUE_DESC_MARTIALLAW_2	"緩い"
EMPIRE_VALUE_DESC_MARTIALLAW_3	"平均的"
EMPIRE_VALUE_DESC_MARTIALLAW_4	"厳しい"
EMPIRE_VALUE_DESC_MARTIALLAW_5	"過酷"

EMPIRE_VALUE_DESC_LOYALTY_0	"無政府状態"
EMPIRE_VALUE_DESC_LOYALTY_1	"無関心"
EMPIRE_VALUE_DESC_LOYALTY_2	"受身"
EMPIRE_VALUE_DESC_LOYALTY_3	"忠実"
EMPIRE_VALUE_DESC_LOYALTY_4	"熱心"
EMPIRE_VALUE_DESC_LOYALTY_5	"熱狂的"

EMPIRE_VALUE_DESC_ANTI_POLLUTION_0	"無政府状態"
EMPIRE_VALUE_DESC_ANTI_POLLUTION_1	"なし"
EMPIRE_VALUE_DESC_ANTI_POLLUTION_2	"緩い"
EMPIRE_VALUE_DESC_ANTI_POLLUTION_3	"平均的"
EMPIRE_VALUE_DESC_ANTI_POLLUTION_4	"厳しい"
EMPIRE_VALUE_DESC_ANTI_POLLUTION_5	"極めて厳しい"

INFOBAR_RIVER "河川"
INFOBAR_FOOD_LABEL " F:"
INFOBAR_PROD_LABEL " P:"
INFOBAR_GOLD_LABEL " C:"
INFOBAR_BIO_INFECTION " 細菌に感染した"
INFOBAR_NANO_INFECTION " ナノ ウィルスに感染した"
INFOBAR_CONVERTED " 改宗した"
INFOBAR_FRANCHISED " フランチャイズのある"
INFOBAR_INJOINED " 併合された"
INFOBAR_RIOTING " 暴動が発生している"
INFOBAR_WATCHFUL " 警戒している"

CONTEXT_CITY_ACTIVATE 			"  全ユニットのアクティブ化"
CONTEXT_CITY_MAYOR_OFF 			"  市長をOFFに設定する"
CONTEXT_CITY_MAYOR_ON  			"  市長をONに設定する"
CONTEXT_GROUP_ALL				"  全ユニットのグループ化"
CONTEXT_UNGROUP_ALL 			"  全ユニットのグループ解除"

str_ldl_Citizens "市民"
str_ldl_ActivateUnit "ユニットのアクティブ化"

str_ldl_UnitsGarrisonedInCity "都市の駐屯ユニット"
str_ldl_CurrentQueue "現在の待ち列"
str_ldl_LoadSaveCustomQueue "カスタム待ち列のロード/セーブ"
str_ldl_EditQueueDelete "削除"
str_ldl_EditQueueUp "上に移動"
str_ldl_EditQueueDown "下に移動"
str_ldl_EditQueueBuildableItems "選択してください"
str_ldl_EditQueueUnits "ユニット"
str_ldl_EditQueueBuildings "改善施設"
str_ldl_EditQueueWonders "七不思議"
str_ldl_EditQueueAppend "追加 >"
str_ldl_EditQueueInsert "挿入 <"
str_ldl_EditQueueSuggest			"Suggest"

str_ldl_EditQueueAttack "攻撃"
str_ldl_EditQueueDefense "防衛"
str_ldl_EditQueueArmor "装甲"
str_ldl_EditQueueRanged "長距離攻撃"
str_ldl_EditQueueDamage "ダメージ"
str_ldl_EditQueueMovement "移動"
str_ldl_EditQueueGreatLibrary "百科事典"
str_ldl_EditQueueConfirmOverwrite "選択した全都市で待ち列を置き換えて構いませんか？"

#add_strで更新された「合計:」の部分を削除しました｡
#str_code_TotalPollutionFormat "合計: %d"
str_code_SaveQueueAsColon "次の名前で待ち列をセーブする:"

str_ldl_EditQueueAllItems "全ユニットや改善施設"

str_ldl_EditQueueGotoCity "都市管理"
str_ldl_EditQueueCustomItems "カスタム待ち列の作成"
str_ldl_EditQueueAllItems "全ユニットや改善施設"
str_ldl_EditQueueCustomQueue "カスタム待ち列"
str_ldl_EditQueueSave "待ち列のセーブ"

str_ldl_Add "<  追加"
str_ldl_Remove "削除 >"
str_ldl_AddAll "<< 全て追加"
str_ldl_RemoveAll "全て削除 >>"

# # 追加ストリングの終わり｡00/09/05

#都市の解散のストリング
str_ldl_CantDisbandCitySize		"都市の大きさが3を超えている場合､都市の解散はできません｡"
str_ldl_CantDisbandLastCity		"最後の都市は解散できません｡"

# プロフィールのストリング（高度なオプションのリスト）
str_profile_UnitAnim 				"ユニット アニメーションの表示"
str_profile_GoodAnim 				"交易品アニメーションの表示"
str_profile_TradeAnim 				"貿易ルート アニメーションの表示"
str_profile_WonderMovies 			"七不思議のムービーの表示"
str_profile_EnemyMoves 				"敵国の動きの表示"
str_profile_RevoltWarning 			"<OBS>"
str_profile_EnemyIntrude 			"<OBS>"
str_profile_UnitLostWarning 			"<OBS>"
str_profile_TradeLostWarning 			"<OBS>"
str_profile_CityLostWarning 			"<OBS>"
str_profile_AutoCenter 				"ｱｸﾃｨﾌﾞなﾕﾆｯﾄ､都市を中心に表示"
str_profile_AutoSave 				"自動セーブの使用"
str_profile_AutoGroup 				"<OBS>"
str_profile_AutoDeselect 			"ユニットの自動的な選択解除"
str_profile_AutoSelectNext 			"次のユニットの自動選択"
str_profile_AutoSelectFirstUnit 		"次に利用可能なユニットの自動選択"
str_profile_AutoTurnCycle 			"ターンの自動巡回"
str_profile_ShowZoomedCombat 			"戦闘画面の表示"
str_profile_UseFingerPrinting 			"<OBS>"
str_profile_UseRedbookAudio 			"CDオーディオのプレイ"
str_profile_TryWindowsResolution 		"<OBS>"
str_profile_ScreenResWidth 			"<OBS>"
str_profile_ScreenResHeight 			"<OBS>"
str_profile_ZoomedCombatAlways 			"全ての戦闘を戦闘画面で表示する"
str_profile_AttackEveryone 			"<OBS>"
str_profile_NonRandomCivs 			"<OBS>"
str_profile_AutoEndMultiple 			"複数ターンの自動巡回"
str_profile_UnitCompleteMessages 		"ユニットの生産完了メッセージの表示"
str_profile_NonContinuousUnitCompleteMessages 	"連続的なﾕﾆｯﾄ生産完了ﾒｯｾｰｼﾞの表示"
str_profile_ShowCityNames 			"都市名の表示"
str_profile_ShowTradeRoutes 			"貿易ルートの表示"
str_profile_UnitSpeed 				"ユニットアニメーションの速度"
str_profile_MouseSpeed 				"マウスの感度"
str_profile_LeftHandedMouse 			"左ききマウスの使用"
str_profile_CityBuiltMessage 			"<OBS>"
str_profile_UseAttackMessages 			"<OBS>"
str_profile_MoveHoldTime 			"<OBS>"
str_profile_BattleSpeed 			"戦闘画面の戦闘速度"
str_profile_ScrollDelay 			"ﾏｳｽ ｽｸﾛｰﾙの遅延（10ths/秒）"
str_profile_AutoSwitchTabs 			"コントロールパネル タブの自動切替"
str_profile_AutoRenameCities 			"建設時に都市名の変更を許す"
str_profile_AutoOpenCityWindow 			"都市建設時に生産管理画面を表示する"
str_profile_ShowEnemyHealth 			"敵ユニットの耐久力を表示する"
str_profile_ShowCityInfluence 			"都市の影響範囲の表示"
str_profile_ShowPoliticalBorders 		"国境の表示"


############################################################################
#                 Here after,   Added by altered source project            #
############################################################################

str_ldl_Music	"ミュージック"
str_ldl_MUSIC_OPTIONS	"ミュージック"

### New World Shape Strings ###

str_tbl_ldl_North_South_Wrap_Only			"North-South Wrap Only"
str_ldl_North_and_South_edges_of_the_map_connect	"Noth and South edges of the map connect."
str_ldl_Uranus_World					"Uranus World"
str_tbl_ldl_Uranus_World					"Uranus World"

### New Single Player Game Player Screen Strings ###

str_ldl_SPNGPS_NumPlayerSpinner	"Number of players"
str_ldl_SPNGPS_MaxPlayerSpinner		"Maximum number of players"
str_ldl_SPNGPS_PlayerSpinner		"Start player"

str_ldl_SPNGPS_NumPlayerText	"Sets the number of players in the new game."
str_ldl_SPNGPS_MaxPlayerText	"Sets the maximum number of players that could occur in a game."
str_ldl_SPNGPS_PlayerText	"Sets the start player. Determines the civ color. "

### Added Disclaimer Strings ###

str_ldl_Disclaimer1 "THIS MATERIAL IS NOT MADE OR SUPPORTED BY ACTIVISION."
str_ldl_Disclaimer2 "This version of Call To Power 2 was developed at http://apolyton.net"
str_ldl_Disclaimer3 "Contact the authors at ctp2source@apolyton.net"

str_profile_CloseOnEyepoint                     "Close Message When Clicking Eyeball"
str_profile_ShowExpensive                       "Show Expensive Tile Improvement Effects"
str_profile_ShowOrderUnion                      "Show All Army Orders" 
str_profile_RecentAtTop                         "Put New Messages At Top"
str_profile_CityClick                           "Select City Instead Of Army"
str_profile_DebugSlic                           "Slic Debug Messages"
str_profile_EndTurnWithEmptyBuildQueues         "End turn with empty build queues"
str_profile_RunInBackground                     "Allow end turn in background"
str_profile_Upgrade                             "Unit upgrading"
str_profile_SmoothBorders                       "Smooth empire borders"
str_profile_CivFlags                       	"Show Civilization Unit flags"
str_profile_NoAIProductionDeficit 		"AI No Production Deficit"	
str_profile_NoAIGoldDeficit			"No negative Gold for AI Cities"					# AI cities don't go negative in gold
str_profile_AICityDefenderBonus 		"AI City Defense bonus"					# AI population adds to city defenses
str_profile_BarbarianCities			"Entrenched Barbarians settle cities"					# Entrenched barbarians create a city
str_profile_SectarianHappiness 			"Conflicting citystyle unhappiness"					# Conflicting religious, citystyles and city govts cause unhappiness
str_profile_RevoltCasualties 			"Revolting Cities lose Population"					# Revolting city loses 1/3 of population
str_profile_RevoltInsurgents 			"Revolting cities create barbarians"					# Revolting city creates barbarians
str_profile_BarbarianCamps			"Entrenched Barbarians create Tile Imps"		# Entrenched barbarians create an imp
str_profile_BarbarianSpawnsBarbarian 		"Entrenched Barbarians spawn Barbarians"			# Entrenched barbs create more barbs
str_profile_AINoSinking 			"AI ships don't sink"							# AI ships don't sink
str_profile_AINoCityLimit 			"AI No City LImit"						# AI not affected by city limit
str_profile_GoldPerUnitSupport 			"1 Gold Per Unit Cost"					# all pay thins int times unit support calculation
str_profile_GoldPerCity 			"2 Gold Per City x City Limit"						# everyone pays gold amount per city
str_profile_AINoShieldHunger 			"AI doesn't pay Shield Hunger"					# AI doesn't pay shield hunger (gets lots of units)
str_profile_AINoGoldHunger			"AI doesn't pay Unit Gold"						# AI doesnt pay unit gold hunger
str_profile_AIFreeUpgrade 			"AI Free Upgrades"						# AI doesn't pay goldfor upgrades
str_profile_AIMilitiaUnit 			"AI Free Militia Unit"						#If city is empty at turn start AI gets cheapest unit
str_profile_OneCityChallenge 			"One City Challenge"						#If city is empty at turn start AI gets cheapest unit
str_profile_CityCaptureOptions 			"City Capture Options"						#If city is empty at turn start AI gets cheapest unit
str_profile_NewCombat                           "New Combat"


### Great Libary Strings ###

str_ldl_GreatLibraryGoalKnown		"%s is already known. No goal was set."
str_ldl_GreatLibraryNoGoalPossible	"%s cannot be researched."

# Added for extended keyboard mapping options keys 6/2004 L. Hirth
str_tbl_ldl_Music_Options		"Musicoptions"
str_tbl_ldl_Decend			"Decend"
str_tbl_ldl_Execute_Eyepoint		"Focus on object (eye)"
str_tbl_ldl_Move_Order			"Moveorder"
str_tbl_ldl_End_Unit_Turn		"End unit turn"
str_tbl_ldl_Process_Unit_Orders		"Process given unit orders"
str_tbl_ldl_Group_Army			"Group all units to army"
str_tbl_ldl_Ungroup_Army		"Ungroup armies"
str_tbl_ldl_Gamestate_Debug		"Debug gamestate (playtest)"
str_tbl_ldl_Rand_Test			"Rand test (playtest)"
str_tbl_ldl_Command_Enter		"Command enter (playtest)"
str_tbl_ldl_Command_Enter_Alternate	"Command enter alternate (playtest)"

# New gamesetting options

str_tbl_ldl_AICityDefenderBonus_Off "AI City Defense bonus - Off"					# AI population adds to city defenses
str_tbl_ldl_BarbarianCities_Off	"Entrenched Barbarians settle cities - Off"					# Entrenched barbarians create a city
str_tbl_ldl_SectarianHappiness_Off "Conflicting citystyle unhappiness - Off"					# Conflicting religious, citystyles and city govts cause unhappiness
str_tbl_ldl_RevoltCasualties_Off "Revolting Cities lose 1/3 Population - Off"					# Revolting city loses 1/3 of population
str_tbl_ldl_RevoltInsurgents_Off "Revolting cities create barbarians - Off"					# Revolting city creates barbarians
str_tbl_ldl_BarbarianCamps_Off	"Entrenched Barbarians create Tile Imps - Off"		# Entrenched barbarians create an imp
str_tbl_ldl_BarbarianSpawnsBarbarian_Off "Entrenched Barbarians spawn Barbarians - Off"			# Entrenched barbs create more barbs
str_tbl_ldl_AINoSinking_Off "AI ships don't sink - Off"							# AI ships don't sink
str_tbl_ldl_GoldPerUnitSupport_Off "1 Gold Per Unit Cost - Off"					# all pay thins int times unit support calculation
str_tbl_ldl_GoldPerCity_Off "2 Gold Per City x City Limit - Off"						# everyone pays gold amount per city
str_tbl_ldl_OneCityChallenge_Off "One City Challenge - Off"						#If city is empty at turn start AI gets cheapest unit
str_tbl_ldl_CityCaptureOptions_Off "City Capture Options - Off"						#If city is empty at turn start AI gets cheapest unit


str_tbl_ldl_AICityDefenderBonus_On "AI City Defense bonus - On"					# AI population adds to city defenses
str_tbl_ldl_BarbarianCities_On	"Entrenched Barbarians settle cities - On"					# Entrenched barbarians create a city
str_tbl_ldl_SectarianHappiness_On "Conflicting citystyle unhappiness - On"					# Conflicting religious, citystyles and city govts cause unhappiness
str_tbl_ldl_RevoltCasualties_On "Revolting Cities lose 1/3 Population - On"					# Revolting city loses 1/3 of population
str_tbl_ldl_RevoltInsurgents_On "Revolting cities create barbarians - On"					# Revolting city creates barbarians
str_tbl_ldl_BarbarianCamps_On	"Entrenched Barbarians create Tile Imps - On"		# Entrenched barbarians create an imp
str_tbl_ldl_BarbarianSpawnsBarbarian_On "Entrenched Barbarians spawn Barbarians - On"			# Entrenched barbs create more barbs
str_tbl_ldl_AINoSinking_On "AI ships don't sink - On"							# AI ships don't sink
str_tbl_ldl_GoldPerUnitSupport_On "1 Gold Per Unit Cost - On"					# all pay thins int times unit support calculation
str_tbl_ldl_GoldPerCity_On "2 Gold Per City x City Limit - On"						# everyone pays gold amount per city
str_tbl_ldl_OneCityChallenge_On "One City Challenge - On"						#If city is empty at turn start AI gets cheapest unit
str_tbl_ldl_CityCaptureOptions_On "City Capture Options - On"						#If city is empty at turn start AI gets cheapest unit
str_tbl_ldl_NewCombat_Off			"Old Combat"
str_tbl_ldl_NewCombat_On			"New Combat"
str_tbl_ldl_NoGoodyHuts_Off			"Ruins On"
str_tbl_ldl_NoGoodyHuts_On			"Ruins Off"
# Custom map window (wet/dry etc.)
str_tbl_ldl_RandomCustomMap_Off			"Custom Settings"
str_tbl_ldl_RandomCustomMap_On			"Random Settings"

str_ldl_Army_Names_Off			"Army Names Off"
str_ldl_Army_Names_On			"Army Names On"
str_ldl_Civ_Flags_Off			"Nation Flags Off"
str_ldl_Civ_Flags_On			"Nation Flags On"
str_ldl_Show_City_Prod_Off		"Hide City Production"
str_ldl_Show_City_Prod_On		"Show City Production"
str_ldl_Good_Animations_Off		"Good Animations Off"
str_ldl_Good_Animations_On		"Good Animations On"

str_ldl_CityWinSpecTabPollutionLabel		"Pollution"
str_ldl_CityWinSpecTabCrimeFormat		"%d%%"
str_ldl_CityWinSpecTabCrimeLabel		"Crime"

str_ldl_DD_TERRAIN_LABEL			"Terrain:"
str_ldl_DD_TCOMMERCE_LABEL			"Commerce:"
str_ldl_DD_BUILDINGS_LABEL			"Buildings:"
str_ldl_DD_FARMERS_LABEL			"Farmers:"
str_ldl_DD_LABORERS_LABEL			"Laborers:"
str_ldl_DD_GOVERNMENT_LABEL			"Government:"
str_ldl_DD_WAGES_EFFECT_LABEL			"Worker Wages:"
str_ldl_DD_SCIENTISTS_LABEL			"Scientists:"
str_ldl_DD_MERCHANTS_LABEL			"Merchants:"
str_ldl_DD_FEATS_AND_WONDERS_LABEL		"Feats & Wonders:"
str_ldl_DD_TRADE_LABEL				"Trade:"
str_ldl_DD_CONVERSIONS_LABEL			"Conversions:"
str_ldl_DD_UNIT_SUPPORT_LABEL			"Unit Support:"
str_ldl_DD_ENEMY_LABEL				"Enemy:"
str_ldl_DD_SCIENCE_TITLE			"SCIENCE"
str_ldl_DD_GOLD_TITLE				"GOLD"

# Rules window description strings.
str_tbl_ldl_RuleDetail_Bloodlust		"Bloodlust\nFor victory, you must defeat all opponents."
str_tbl_ldl_RuleDetail_Pollution		"Pollution\nPollution increases unhappiness in cities, creates dead terrain in heavily polluting cities, and in extreme cases causes worldwide flooding or desertification of the land."
str_tbl_ldl_RuleDetail_CityCaptureOptions	"City Capture Options\nOn capturing a city you will be given 3 choices - liberate: give the city to the barbarian player, raze: burn the city to the ground, and occupy: keep the city."
str_tbl_ldl_RuleDetail_OneCityChallenge		"One City Challenge\nNo human player can build units that can create cities."
str_tbl_ldl_RuleDetail_RiotsCreateBarbarians	"Riots Create Barbarians\nWhen a city riots there is a chance of barbarians appearing near the city. The chance is increased with the barbarian level and further increased if your civilization has a conflicting city style (or culture) with the city."
str_tbl_ldl_RuleDetail_RiotsKillPopulation	"Riots Kill Population\nWhen a city of size 10 or greater riots there is a chance of people being killed in the city."
str_tbl_ldl_RuleDetail_BarbsSpawnBarbs		"Barbarians Spawn Barbarians\nIncreases the chance of more barbarians appearing."
str_tbl_ldl_RuleDetail_NonRandomCivs		"Non-Random AI Nations\nAI civilizations will be chosen in order (rather than at random) from the civilization database. See civilisation.txt for the order of all civilizations."
str_tbl_ldl_RuleDetail_Upgrade			"Unit Upgrading\nAllows players to upgrade units using gold savings. See the Great Library on each unit for upgrade types, and the Upgrade article in the GL for an explanation on the use and costs of upgrading."
str_tbl_ldl_RuleDetail_NewCombat		"New Combat\nDuring battle the defending army's front line will only use their defense rating, and the attacking army's front line will only use their attack rating. Veteran units will also receive a defensive boost."
str_tbl_ldl_RuleDetail_NoGoodyHuts		"No Ruins\nNo ruins will be placed on the map for a new game."
str_tbl_ldl_RuleDetail_UnitGold			"Unit Gold Support\nAs well as the normal unit production upkeep, units will cost gold savings to support. See the Great Library entry for each unit's gold support cost."
str_tbl_ldl_RuleDetail_CityMaintenance		"City Maintenance Costs\nEach city will require it's city size in commerce to maintain."
str_tbl_ldl_RuleDetail_NoCityLimit		"No City Limits\nNo city limits will allow all players to exceed government city caps without happiness penalties."
str_tbl_ldl_RuleDetail_Ages			"Custom Ages\nIf an advanced starting age is chosen new cities will receive all buildings up to and including the starting age for free."
